EDULIT_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",ZAF,South Africa,2016,2016,1.04241,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",MNE,Montenegro,2013,2013,,a,Category not applicable
CR_1_Q3_M_LPIA,"Completion rate, primary education, middle quintile, male, adjusted location parity index (LPIA)",PAK,Pakistan,2012,2012,1.31768,,
CR_1_Q5_LPIA,"Completion rate, primary education, richest quintile, adjusted location parity index (LPIA)",PSE,Palestine,2014,2014,1.00238,,
CR_1_Q1_M_LPIA,"Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)",PAK,Pakistan,2012,2012,1.29712,,
CR_1_RUR_Q1_GPIA,"Completion rate, primary education, rural, poorest quintile, adjusted gender parity index (GPIA)",GNB,Guinea-Bissau,2014,2014,0.77466,,
CR_1_URB_GPIA,"Completion rate, primary education, urban, adjusted gender parity index (GPIA)",PSE,Palestine,2014,2014,1.00847,,
CR_1_Q5_F_LPIA,"Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)",TKM,Turkmenistan,2016,2016,,a,Category not applicable
CR_1_Q4_F_LPIA,"Completion rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)",BLZ,Belize,2016,2016,1.00689,,
CR_1_Q3_M_LPIA,"Completion rate, primary education, middle quintile, male, adjusted location parity index (LPIA)",GNB,Guinea-Bissau,2014,2014,0.72803,,
CR_1_RUR_Q1_M,"Completion rate, primary education, rural, poorest quintile, male (%)",MMR,Myanmar,2016,2016,65.65368,,
CR_1_Q1_LPIA,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)",STP,Sao Tome and Principe,2014,2014,0.93352,,
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",THA,Thailand,2013,2013,0.9986,,
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",THA,Thailand,2016,2016,1.08475,,
CR_1_URB_M_WPIA,"Completion rate, primary education, urban, male, adjusted wealth parity index (WPIA)",TLS,Timor-Leste,2016,2016,,a,Category not applicable
CR_1_Q5_GPIA,"Completion rate, primary education, richest quintile, adjusted gender parity index (GPIA)",BLR,Belarus,2012,2012,1,,
CR_1_URB_F_WPIA,"Completion rate, primary education, urban, female, adjusted wealth parity index (WPIA)",PSE,Palestine,2014,2014,1.01032,,
CR_1_RUR_Q3_F,"Completion rate, primary education, rural, middle quintile, female (%)",MMR,Myanmar,2016,2016,91.43531,,
CR_1_M_WPIA,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)",IND,India,2016,2016,0.82451,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",PAK,Pakistan,2012,2012,0.27409,,
CR_1_Q5_F_LPIA,"Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)",BLZ,Belize,2016,2016,1.02755,,
CR_1_Q4_F_LPIA,"Completion rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)",BRB,Barbados,2012,2012,,a,Category not applicable
CR_1_RUR_Q5_GPIA,"Completion rate, primary education, rural, richest quintile, adjusted gender parity index (GPIA)",TKM,Turkmenistan,2016,2016,,a,Category not applicable
CR_1_RUR_F_WPIA,"Completion rate, primary education, rural, female, adjusted wealth parity index (WPIA)",UGA,Uganda,2016,2016,0.26989,,
CR_1_URB_WPIA,"Completion rate, primary education, urban, adjusted wealth parity index (WPIA)",UKR,Ukraine,2013,2013,1,,
CR_1_Q4_F_LPIA,"Completion rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)",NAM,Namibia,2013,2013,1.0125,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",CUB,Cuba,2014,2014,,a,Category not applicable
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",STP,Sao Tome and Principe,2014,2014,0.94801,,
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",GUY,Guyana,2014,2014,1.02427,,
CR_1_RUR_Q4_GPIA,"Completion rate, primary education, rural, fourth quintile, adjusted gender parity index (GPIA)",TUN,Tunisia,2012,2012,,a,Category not applicable
CR_1_RUR_Q4_GPIA,"Completion rate, primary education, rural, fourth quintile, adjusted gender parity index (GPIA)",MRT,Mauritania,2015,2015,0.85966,,
CR_1_URB_WPIA,"Completion rate, primary education, urban, adjusted wealth parity index (WPIA)",TCD,Chad,2014,2014,0.33747,,
CR_1_Q5_GPIA,"Completion rate, primary education, richest quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2012,2012,0.76861,,
CR_1_Q5_GPIA,"Completion rate, primary education, richest quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2016,2016,0.75541,,
CR_1_RUR_Q5,"Completion rate, primary education, rural, richest quintile, both sexes (%)",MMR,Myanmar,2016,2016,86.58792,,
CR_1_RUR_WPIA,"Completion rate, primary education, rural, adjusted wealth parity index (WPIA)",KEN,Kenya,2014,2014,0.63659,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",GAB,Gabon,2012,2012,0.36739,,
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",YEM,Yemen,2013,2013,0.78311,,
CR_1_Q1_LPIA,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)",MDA,Republic of Moldova,2012,2012,,a,Category not applicable
CR_1_Q5_M_LPIA,"Completion rate, primary education, richest quintile, male, adjusted location parity index (LPIA)",BLZ,Belize,2016,2016,0.99286,,
CR_1_Q4_LPIA,"Completion rate, primary education, fourth quintile, adjusted location parity index (LPIA)",DZA,Algeria,2013,2013,0.97044,,
CR_1_Q5_F_LPIA,"Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)",CUB,Cuba,2014,2014,,a,Category not applicable
CR_1_URB_Q5_GPIA,"Completion rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)",SEN,Senegal,2016,2016,0.97654,,
CR_1_URB_Q5_GPIA,"Completion rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)",SEN,Senegal,2017,2017,0.92385,,
CR_1_F_WPIA,"Completion rate, primary education, female, adjusted wealth parity index (WPIA)",MRT,Mauritania,2015,2015,0.25599,,
CR_1_M_WPIA,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)",COG,Congo,2012,2012,0.50149,,
CR_1_M_WPIA,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)",COG,Congo,2015,2015,0.45038,,
CR_1_RUR_M_WPIA,"Completion rate, primary education, rural, male, adjusted wealth parity index (WPIA)",BLZ,Belize,2016,2016,0.90582,,
CR_1_RUR_GPIA,"Completion rate, primary education, rural, adjusted gender parity index (GPIA)",MNG,Mongolia,2014,2014,1.01801,,
CR_1_Q3_F_LPIA,"Completion rate, primary education, middle quintile, female, adjusted location parity index (LPIA)",PAK,Pakistan,2012,2012,1.12524,,
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",UGA,Uganda,2016,2016,0.95419,,
CR_1_RUR_Q5_GPIA,"Completion rate, primary education, rural, richest quintile, adjusted gender parity index (GPIA)",VNM,Viet Nam,2014,2014,1,,
CR_1_Q1_LPIA,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)",GAB,Gabon,2012,2012,0.28834,,
CR_1_Q1_M_LPIA,"Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)",SDN,Sudan,2014,2014,1.20746,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",TKM,Turkmenistan,2016,2016,0.98576,,
CR_1_Q2_F_LPIA,"Completion rate, primary education, second quintile, female, adjusted location parity index (LPIA)",MDA,Republic of Moldova,2012,2012,,a,Category not applicable
CR_1_URB_WPIA,"Completion rate, primary education, urban, adjusted wealth parity index (WPIA)",SDN,Sudan,2014,2014,0.39233,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",ARM,Armenia,2016,2016,0.99234,,
CR_1_Q1_LPIA,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)",PHL,Philippines,2018,2018,1.04394,,
CR_1_M_WPIA,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)",LAO,Lao People's Democratic Republic,2012,2012,0.31178,,
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",GAB,Gabon,2012,2012,1.1765,,
CR_1_Q5_GPIA,"Completion rate, primary education, richest quintile, adjusted gender parity index (GPIA)",TLS,Timor-Leste,2016,2016,1.02403,,
CR_1_M_LPIA,"Completion rate, primary education, male, adjusted location parity index (LPIA)",MDA,Republic of Moldova,2012,2012,1.00318,,
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",SRB,Serbia,2014,2014,1.00459,,
CR_1_RUR_M_WPIA,"Completion rate, primary education, rural, male, adjusted wealth parity index (WPIA)",CUB,Cuba,2014,2014,,a,Category not applicable
CR_1_URB_M_WPIA,"Completion rate, primary education, urban, male, adjusted wealth parity index (WPIA)",VNM,Viet Nam,2014,2014,0.96544,,
CR_1_URB_Q1_GPIA,"Completion rate, primary education, urban, poorest quintile, adjusted gender parity index (GPIA)",PHL,Philippines,2018,2018,1.17651,,
CR_1_URB_GPIA,"Completion rate, primary education, urban, adjusted gender parity index (GPIA)",MNE,Montenegro,2013,2013,0.99646,,
CR_1_M_WPIA,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)",SDN,Sudan,2014,2014,0.48165,,
CR_1_RUR_Q3_GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2012,2012,1.22185,,
CR_1_RUR_Q3_GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2016,2016,0.97779,,
CR_1_Q4_GPIA,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",ARM,Armenia,2016,2016,1,,
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",LCA,Saint Lucia,2012,2012,1.00375,,
CR_1_URB_Q4_GPIA,"Completion rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)",BRB,Barbados,2012,2012,,a,Category not applicable
CR_1_Q1_F,"Completion rate, primary education, poorest quintile, female (%)",MMR,Myanmar,2016,2016,65.14229,,
CR_1_Q4_F_LPIA,"Completion rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)",TUN,Tunisia,2012,2012,1.00286,,
CR_1_F_LPIA,"Completion rate, primary education, female, adjusted location parity index (LPIA)",BLZ,Belize,2016,2016,1.00501,,
CR_1_F,"Completion rate, primary education, female (%)",GNB,Guinea-Bissau,2014,2014,25.74895,,
CR_1_LPIA,"Completion rate, primary education, adjusted location parity index (LPIA)",LCA,Saint Lucia,2012,2012,1.00483,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",CUB,Cuba,2014,2014,,a,Category not applicable
CR_1_URB_M_WPIA,"Completion rate, primary education, urban, male, adjusted wealth parity index (WPIA)",SRB,Serbia,2014,2014,,a,Category not applicable
CR_1_Q1_M_LPIA,"Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)",MMR,Myanmar,2016,2016,,a,Category not applicable
CR_1_F_WPIA,"Completion rate, primary education, female, adjusted wealth parity index (WPIA)",GNB,Guinea-Bissau,2014,2014,0.13039,,
CR_1_URB_Q3_M,"Completion rate, primary education, urban, middle quintile, male (%)",GNB,Guinea-Bissau,2014,2014,21.26417,,
CR_1_URB_GPIA,"Completion rate, primary education, urban, adjusted gender parity index (GPIA)",IND,India,2016,2016,1.01328,,
CR_1_Q5_F,"Completion rate, primary education, richest quintile, female (%)",MMR,Myanmar,2016,2016,92.94743,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",TUN,Tunisia,2012,2012,0.83557,,
CR_1_RUR_F_WPIA,"Completion rate, primary education, rural, female, adjusted wealth parity index (WPIA)",LCA,Saint Lucia,2012,2012,,a,Category not applicable
CR_1_Q5_F_LPIA,"Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)",GAB,Gabon,2012,2012,,a,Category not applicable
CR_1_Q1_GPIA,"Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)",NAM,Namibia,2013,2013,1.2615,,
CR_1_F_WPIA,"Completion rate, primary education, female, adjusted wealth parity index (WPIA)",NER,Niger,2012,2012,0.11827,,
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",BLZ,Belize,2016,2016,1.01088,,
CR_1_M_WPIA,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)",MMR,Myanmar,2016,2016,0.69632,,
CR_1_Q1_GPIA,"Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)",THA,Thailand,2013,2013,1.02203,,
CR_1_Q1_GPIA,"Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)",THA,Thailand,2016,2016,1.00746,,
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",TLS,Timor-Leste,2016,2016,1.09938,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",THA,Thailand,2013,2013,0.98632,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",THA,Thailand,2016,2016,1.00172,,
CR_1_Q4_LPIA,"Completion rate, primary education, fourth quintile, adjusted location parity index (LPIA)",UKR,Ukraine,2013,2013,,a,Category not applicable
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",YEM,Yemen,2013,2013,0.64926,,
CR_1_M_LPIA,"Completion rate, primary education, male, adjusted location parity index (LPIA)",CUB,Cuba,2014,2014,1.00813,,
CR_1_URB_GPIA,"Completion rate, primary education, urban, adjusted gender parity index (GPIA)",STP,Sao Tome and Principe,2014,2014,1.04144,,
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",IND,India,2016,2016,0.99788,,
CR_1_RUR_Q3_GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",BRB,Barbados,2012,2012,,a,Category not applicable
CR_1_URB_Q4_GPIA,"Completion rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)",LCA,Saint Lucia,2012,2012,,a,Category not applicable
CR_1_F_WPIA,"Completion rate, primary education, female, adjusted wealth parity index (WPIA)",TUN,Tunisia,2012,2012,0.85926,,
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",SRB,Serbia,2014,2014,1,,
CR_1_URB_Q4_GPIA,"Completion rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)",MNG,Mongolia,2014,2014,0.99837,,
CR_1_URB_M_WPIA,"Completion rate, primary education, urban, male, adjusted wealth parity index (WPIA)",MMR,Myanmar,2016,2016,,a,Category not applicable
CR_1_Q4_GPIA,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",MNG,Mongolia,2014,2014,0.99874,,
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",EGY,Egypt,2014,2014,1.01422,,
CR_1_Q5_LPIA,"Completion rate, primary education, richest quintile, adjusted location parity index (LPIA)",BLZ,Belize,2016,2016,1.00905,,
CR_1_Q4_LPIA,"Completion rate, primary education, fourth quintile, adjusted location parity index (LPIA)",KEN,Kenya,2014,2014,1.03633,,
CR_1_RUR_Q3_GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",BLZ,Belize,2016,2016,1.0328,,
CR_1_RUR_Q5_GPIA,"Completion rate, primary education, rural, richest quintile, adjusted gender parity index (GPIA)",GAB,Gabon,2012,2012,,a,Category not applicable
CR_1_URB_Q3_GPIA,"Completion rate, primary education, urban, middle quintile, adjusted gender parity index (GPIA)",YEM,Yemen,2013,2013,0.80908,,
CR_1_URB_Q4_GPIA,"Completion rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)",TKM,Turkmenistan,2016,2016,1,,
CR_1_URB_GPIA,"Completion rate, primary education, urban, adjusted gender parity index (GPIA)",DZA,Algeria,2013,2013,1.02716,,
CR_1_Q4_GPIA,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",SDN,Sudan,2014,2014,1.03064,,
CR_1_Q5_LPIA,"Completion rate, primary education, richest quintile, adjusted location parity index (LPIA)",THA,Thailand,2013,2013,1.00186,,
CR_1_Q5_LPIA,"Completion rate, primary education, richest quintile, adjusted location parity index (LPIA)",THA,Thailand,2016,2016,0.97251,,
CR_1_RUR_Q4_M,"Completion rate, primary education, rural, fourth quintile, male (%)",GNB,Guinea-Bissau,2014,2014,24.67698,,
CR_1_Q1_M_LPIA,"Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)",KGZ,Kyrgyzstan,2012,2012,,a,Category not applicable
CR_1_Q1_M_LPIA,"Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)",KGZ,Kyrgyzstan,2014,2014,,a,Category not applicable
CR_1_M_WPIA,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)",STP,Sao Tome and Principe,2014,2014,0.75253,,
CR_1_Q4_M_LPIA,"Completion rate, primary education, fourth quintile, male, adjusted location parity index (LPIA)",GHA,Ghana,2015,2015,0.9911,,
CR_1_Q1_M_LPIA,"Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)",BLR,Belarus,2012,2012,,a,Category not applicable
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",PSE,Palestine,2014,2014,0.99431,,
CR_1_Q4_LPIA,"Completion rate, primary education, fourth quintile, adjusted location parity index (LPIA)",BLR,Belarus,2012,2012,,a,Category not applicable
CR_1_Q1_F_LPIA,"Completion rate, primary education, poorest quintile, female, adjusted location parity index (LPIA)",MNG,Mongolia,2014,2014,,a,Category not applicable
CR_1_Q4_LPIA,"Completion rate, primary education, fourth quintile, adjusted location parity index (LPIA)",SRB,Serbia,2014,2014,1,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",UGA,Uganda,2016,2016,0.26126,,
CR_1_Q4_GPIA,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2012,2012,0.68919,,
CR_1_Q4_GPIA,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",CIV,C̫te d'Ivoire,2016,2016,0.92034,,
CR_1_Q1_GPIA,"Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)",PHL,Philippines,2018,2018,1.19318,,
CR_1_Q1_LPIA,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)",SDN,Sudan,2014,2014,1.12806,,
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",SRB,Serbia,2014,2014,1,,
CR_1_URB_F_WPIA,"Completion rate, primary education, urban, female, adjusted wealth parity index (WPIA)",MWI,Malawi,2016,2016,,a,Category not applicable
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",LCA,Saint Lucia,2012,2012,1,,
CR_1_RUR_Q1_GPIA,"Completion rate, primary education, rural, poorest quintile, adjusted gender parity index (GPIA)",SRB,Serbia,2014,2014,1.04683,,
CR_1_Q5_F_LPIA,"Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)",BDI,Burundi,2017,2017,0.93174,,
CR_1_Q1_F_LPIA,"Completion rate, primary education, poorest quintile, female, adjusted location parity index (LPIA)",BLR,Belarus,2012,2012,,a,Category not applicable
CR_1_Q3_F_LPIA,"Completion rate, primary education, middle quintile, female, adjusted location parity index (LPIA)",BDI,Burundi,2017,2017,,a,Category not applicable
CR_1_M_LPIA,"Completion rate, primary education, male, adjusted location parity index (LPIA)",STP,Sao Tome and Principe,2014,2014,0.85896,,
CR_1_URB_Q3_GPIA,"Completion rate, primary education, urban, middle quintile, adjusted gender parity index (GPIA)",BLR,Belarus,2012,2012,1,,
CR_1_RUR_Q5_GPIA,"Completion rate, primary education, rural, richest quintile, adjusted gender parity index (GPIA)",BRB,Barbados,2012,2012,,a,Category not applicable
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",MRT,Mauritania,2015,2015,1.06161,,
CR_1_Q1_F_LPIA,"Completion rate, primary education, poorest quintile, female, adjusted location parity index (LPIA)",AFG,Afghanistan,2015,2015,0.6377,,
CR_1_Q2_M,"Completion rate, primary education, second quintile, male (%)",MMR,Myanmar,2016,2016,79.60111,,
CR_1_LPIA,"Completion rate, primary education, adjusted location parity index (LPIA)",BEN,Benin,2014,2014,0.67878,,
CR_1_Q5_M_LPIA,"Completion rate, primary education, richest quintile, male, adjusted location parity index (LPIA)",STP,Sao Tome and Principe,2014,2014,,a,Category not applicable
CR_1_RUR_WPIA,"Completion rate, primary education, rural, adjusted wealth parity index (WPIA)",CIV,C̫te d'Ivoire,2012,2012,,a,Category not applicable
CR_1_RUR_WPIA,"Completion rate, primary education, rural, adjusted wealth parity index (WPIA)",CIV,C̫te d'Ivoire,2016,2016,0.30211,,
CR_1_Q5_GPIA,"Completion rate, primary education, richest quintile, adjusted gender parity index (GPIA)",GAB,Gabon,2012,2012,1.04066,,
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",UGA,Uganda,2016,2016,0.68759,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",VNM,Viet Nam,2014,2014,0.91627,,
CR_1_URB_Q1_GPIA,"Completion rate, primary education, urban, poorest quintile, adjusted gender parity index (GPIA)",MNE,Montenegro,2013,2013,,a,Category not applicable
CR_1_F_LPIA,"Completion rate, primary education, female, adjusted location parity index (LPIA)",BRB,Barbados,2012,2012,1.00755,,
CR_1_Q3_GPIA,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)",PHL,Philippines,2018,2018,1.04053,,
CR_1_URB_Q3,"Completion rate, primary education, urban, middle quintile, both sexes (%)",MMR,Myanmar,2016,2016,82.01247,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",GMB,Gambia,2013,2013,0.57364,,
CR_1_Q5_F_LPIA,"Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)",STP,Sao Tome and Principe,2014,2014,,a,Category not applicable
CR_1_RUR_Q1_GPIA,"Completion rate, primary education, rural, poorest quintile, adjusted gender parity index (GPIA)",LCA,Saint Lucia,2012,2012,,a,Category not applicable
CR_1_URB_WPIA,"Completion rate, primary education, urban, adjusted wealth parity index (WPIA)",MRT,Mauritania,2015,2015,0.65307,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",KGZ,Kyrgyzstan,2012,2012,1.00403,,
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",KGZ,Kyrgyzstan,2014,2014,0.98273,,
CR_1_URB_M_WPIA,"Completion rate, primary education, urban, male, adjusted wealth parity index (WPIA)",UKR,Ukraine,2013,2013,,a,Category not applicable
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",ARM,Armenia,2016,2016,0.99323,,
CR_1_Q1_LPIA,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)",MNE,Montenegro,2013,2013,,a,Category not applicable
CR_1_URB_Q2_GPIA,"Completion rate, primary education, urban, second quintile, adjusted gender parity index (GPIA)",SEN,Senegal,2016,2016,0.96765,,
CR_1_URB_Q2_GPIA,"Completion rate, primary education, urban, second quintile, adjusted gender parity index (GPIA)",SEN,Senegal,2017,2017,1.00636,,
CR_1_Q1_M,"Completion rate, primary education, poorest quintile, male (%)",GNB,Guinea-Bissau,2014,2014,8.20609,,
CR_1_Q5_LPIA,"Completion rate, primary education, richest quintile, adjusted location parity index (LPIA)",MRT,Mauritania,2015,2015,,a,Category not applicable
CR_1_RUR_Q2_GPIA,"Completion rate, primary education, rural, second quintile, adjusted gender parity index (GPIA)",GHA,Ghana,2015,2015,1.04232,,
CR_1_RUR_M_WPIA,"Completion rate, primary education, rural, male, adjusted wealth parity index (WPIA)",VNM,Viet Nam,2014,2014,0.8826,,
CR_1_Q2_GPIA,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)",PSE,Palestine,2014,2014,1.02049,,
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",TKM,Turkmenistan,2016,2016,,a,Category not applicable
CR_1_Q4_GPIA,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",MNE,Montenegro,2013,2013,1,,
CR_1_RUR_Q4_GPIA,"Completion rate, primary education, rural, fourth quintile, adjusted gender parity index (GPIA)",KAZ,Kazakhstan,2015,2015,1,,
CR_1_URB_Q2_GPIA,"Completion rate, primary education, urban, second quintile, adjusted gender parity index (GPIA)",BEN,Benin,2014,2014,0.53346,,
CR_1_Q3_M_LPIA,"Completion rate, primary education, middle quintile, male, adjusted location parity index (LPIA)",MMR,Myanmar,2016,2016,1.02281,,
CR_1_Q4_F_LPIA,"Completion rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)",TLS,Timor-Leste,2016,2016,0.96064,,
CR_1_URB_F_WPIA,"Completion rate, primary education, urban, female, adjusted wealth parity index (WPIA)",MDA,Republic of Moldova,2012,2012,,a,Category not applicable
CR_1_Q2_LPIA,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)",BRB,Barbados,2012,2012,0.99707,,
CR_1_URB_Q5_GPIA,"Completion rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)",LCA,Saint Lucia,2012,2012,,a,Category not applicable
CR_1_WPIA,"Completion rate, primary education, adjusted wealth parity index (WPIA)",BLR,Belarus,2012,2012,1,,
CR_1_URB_Q4_GPIA,"Completion rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)",BLR,Belarus,2012,2012,1,,
CR_1_Q1_GPIA,"Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)",MLI,Mali,2013,2013,0.60688,,
CR_1_Q1_GPIA,"Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)",MLI,Mali,2015,2015,0.65407,,
CR_1_URB_Q2_F,"Completion rate, primary education, urban, second quintile, female (%)",MMR,Myanmar,2016,2016,81.39635,,
CR_1_Q3_LPIA,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)",GNB,Guinea-Bissau,2014,2014,0.58918,,
CR_1_M_LPIA,"Completion rate, primary education, male, adjusted location parity index (LPIA)",KAZ,Kazakhstan,2015,2015,1.0017,,
CR_1_URB_Q2_GPIA,"Completion rate, primary education, urban, second quintile, adjusted gender parity index (GPIA)",BLR,Belarus,2012,2012,0.94642,,
CR_1_GPIA,"Completion rate, primary education, adjusted gender parity index (GPIA)",LAO,Lao People's Democratic Republic,2012,2012,1.03094,,
CR_1_Q4_GPIA,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)",PSE,Palestine,2014,2014,1.00479,,
CR_1_RUR_F_WPIA,"Completion rate, primary education, rural, female, adjusted wealth parity index (WPIA)",AFG,Afghanistan,2015,2015,0.53875,,
CR_1_Q2_M_LPIA,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)",MRT,Mauritania,2015,2015,0.83778,,
CR_1_URB_Q5_GPIA,"Completion rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)",TLS,Timor-Leste,2016,2016,1.01358,,
CR_1_M_LPIA,"Completion rate, primary education, male, adjusted location parity index (LPIA)",ZAF,South Africa,2016,2016,0.91314,,
